palabra	sentimiento	lexicon	valor
decepcionar	negativo	bing	NA
decisivo	positivo	bing	NA
declinante	negativo	bing	NA
decremento	negativo	bing	NA
decrépito	negativo	bing	NA
defecto	negativo	bing	NA
defectuoso	negativo	bing	NA
defensiva	negativo	bing	NA
defensor	positivo	bing	NA
deferencia	positivo	bing	NA
deficiencia	negativo	bing	NA
deflector	negativo	bing	NA
deformado	negativo	bing	NA
deformar	negativo	bing	NA
degeneración	negativo	bing	NA
degenerado	negativo	bing	NA
degollador	negativo	bing	NA
degollar	negativo	bing	NA
degradación	negativo	bing	NA
degradante	negativo	bing	NA
degradar	negativo	bing	NA
deleite	positivo	bing	NA
delicadeza	positivo	bing	NA
delicioso	positivo	bing	NA
delincuencia	negativo	bing	NA
delincuente	negativo	bing	NA
delirante	negativo	bing	NA
delirio	negativo	bing	NA
demacrado	negativo	bing	NA
demandar	negativo	bing	NA
demente	negativo	bing	NA
demoler	negativo	bing	NA
demoníaco	negativo	bing	NA
demonio	negativo	bing	NA
denso	negativo	bing	NA
dentado	negativo	bing	NA
denuncia	negativo	bing	NA
denunciar	negativo	bing	NA
deplorable	negativo	bing	NA
deplorablemente	negativo	bing	NA
deplorar	negativo	bing	NA
depósito	negativo	bing	NA
depravado	negativo	bing	NA
depredador	negativo	bing	NA
depresión	negativo	bing	NA
deprimente	negativo	bing	NA
deprimido	negativo	bing	NA
deprimir	negativo	bing	NA
derribar	negativo	bing	NA
derrocamiento	negativo	bing	NA
derrota	positivo	bing	NA
derrotado	positivo	bing	NA
desacreditar	negativo	bing	NA
desacuerdo	negativo	bing	NA
desafecto	negativo	bing	NA
desafiante	negativo	bing	NA
desafiar	negativo	bing	NA
desafío	negativo	bing	NA
desafortunado	negativo	bing	NA
desagradable	negativo	bing	NA
desagradecido	negativo	bing	NA
desagrado	negativo	bing	NA
desalentar	negativo	bing	NA
desaliento	negativo	bing	NA
desamparado	negativo	bing	NA
desapercibido	negativo	bing	NA
desaprensivo	negativo	bing	NA
desaprobación	negativo	bing	NA
desaprobar	negativo	bing	NA
desaprovechado	negativo	bing	NA
desarmar	negativo	bing	NA
desastre	negativo	bing	NA
desastroso	negativo	bing	NA
descanso	positivo	bing	NA
descarado	negativo	bing	NA
desconcertado	negativo	bing	NA
desconcierto	negativo	bing	NA
desconfianza	negativo	bing	NA
desconocido	negativo	bing	NA
desconsiderado	negativo	bing	NA
descontento	negativo	bing	NA
descorazonador	negativo	bing	NA
descortés	negativo	bing	NA
descreer	negativo	bing	NA
descuidado	negativo	bing	NA
descuido	negativo	bing	NA
desdén	negativo	bing	NA
desdeñoso	negativo	bing	NA
deseable	positivo	bing	NA
deseante	positivo	bing	NA
desempleados	negativo	bing	NA
deseoso	positivo	bing	NA
deserción	negativo	bing	NA
deservicio	negativo	bing	NA
desesperación	negativo	bing	NA
desesperado	negativo	bing	NA
desfallecer	negativo	bing	NA
desfavorable	negativo	bing	NA
desfigurar	negativo	bing	NA
desgraciado	negativo	bing	NA
deshonestidad	negativo	bing	NA
deshonesto	negativo	bing	NA
deshonor	negativo	bing	NA
deshonrado	negativo	bing	NA
deshonroso	negativo	bing	NA
desierto	negativo	bing	NA
desigual	negativo	bing	NA
desigualdad	negativo	bing	NA
desilusión	negativo	bing	NA
desinformado	negativo	bing	NA
desintegración	negativo	bing	NA
desintegrarse	negativo	bing	NA
desinteresado	negativo	bing	NA
desleal	negativo	bing	NA
deslucido	negativo	bing	NA
deslumbramiento	negativo	bing	NA
deslumbrante	positivo	bing	NA
deslumbrar	positivo	bing	NA
desmañado	negativo	bing	NA
desmoronamiento	negativo	bing	NA
desobedecer	negativo	bing	NA
desobediencia	negativo	bing	NA
desobediente	negativo	bing	NA
desorden	negativo	bing	NA
desordenado	negativo	bing	NA
desorganización	negativo	bing	NA
desorganizado	negativo	bing	NA
despacio	negativo	bing	NA
despecho	negativo	bing	NA
despectivo	negativo	bing	NA
despiadado	negativo	bing	NA
desplazado	negativo	bing	NA
desplazar	negativo	bing	NA
despojado	negativo	bing	NA
despótico	negativo	bing	NA
despotismo	negativo	bing	NA
despotricar	negativo	bing	NA
despreciable	negativo	bing	NA
despreciar	negativo	bing	NA
desprecio	negativo	bing	NA
desprevenida	negativo	bing	NA
desprevenido	negativo	bing	NA
desterrar	negativo	bing	NA
destierro	negativo	bing	NA
destino	positivo	bing	NA
destrucción	negativo	bing	NA
destructivo	negativo	bing	NA
destructor	negativo	bing	NA
desvarío	negativo	bing	NA
desventaja	negativo	bing	NA
desvergonzado	negativo	bing	NA
desviación	negativo	bing	NA
desviarse	negativo	bing	NA
deteriorado	negativo	bing	NA
deteriorarse	negativo	bing	NA
deterioro	negativo	bing	NA
detestar	negativo	bing	NA
detraer	negativo	bing	NA
detrimento	negativo	bing	NA
deuda	negativo	bing	NA
devastación	negativo	bing	NA
devastador	negativo	bing	NA
devastar	negativo	bing	NA
devoto	positivo	bing	NA
diablo	negativo	bing	NA
diabólico	negativo	bing	NA
diatriba	negativo	bing	NA
dichoso	positivo	bing	NA
dictador	negativo	bing	NA
dictatorial	negativo	bing	NA
difamación	negativo	bing	NA
difamatorio	negativo	bing	NA
difícil	negativo	bing	NA
dificultad	negativo	bing	NA
dificultades	negativo	bing	NA
difunto	negativo	bing	NA
dignidad	positivo	bing	NA
digno	positivo	bing	NA
dilación	negativo	bing	NA
dilema	negativo	bing	NA
diligencia	positivo	bing	NA
diligente	positivo	bing	NA
diluvio	negativo	bing	NA
dinámica	positivo	bing	NA
diplomático	positivo	bing	NA
dirección	positivo	bing	NA
discapacitado	negativo	bing	NA
discontinuidad	negativo	bing	NA
discontinuo	negativo	bing	NA
discorde	negativo	bing	NA
discordia	negativo	bing	NA
discrepar	negativo	bing	NA
discriminación	negativo	bing	NA
discriminar	negativo	bing	NA
discutible	negativo	bing	NA
discutidor	negativo	bing	NA
disensión	negativo	bing	NA
disfrutando	positivo	bing	NA
disfrutar	positivo	bing	NA
disgustado	negativo	bing	NA
disgusto	negativo	bing	NA
disidencia	negativo	bing	NA
disidente	negativo	bing	NA
dislocado	negativo	bing	NA
disminución	negativo	bing	NA
disolución	negativo	bing	NA
disonancia	negativo	bing	NA
disparate	negativo	bing	NA
dispendioso	negativo	bing	NA
disposición	positivo	bing	NA
disputa	negativo	bing	NA
distanciado	negativo	bing	NA
distinción	positivo	bing	NA
distinguido	positivo	bing	NA
distintivo	positivo	bing	NA
distorsión	negativo	bing	NA
distorsionado	negativo	bing	NA
distracción	negativo	bing	NA
distraer	negativo	bing	NA
disturbios	negativo	bing	NA
disuadir	negativo	bing	NA
divergente	negativo	bing	NA
diversificado	positivo	bing	NA
diverso	negativo	bing	NA
divertido	positivo	bing	NA
divertir	positivo	bing	NA
divino	positivo	bing	NA
división	negativo	bing	NA
doblado	negativo	bing	NA
dócil	positivo	bing	NA
dogmático	negativo	bing	NA
dolor	negativo	bing	NA
dolorosamente	negativo	bing	NA
doloroso	negativo	bing	NA
dominar	negativo	bing	NA
dorado	positivo	bing	NA
dotado	positivo	bing	NA
drástico	negativo	bing	NA
drenar	negativo	bing	NA
duda	negativo	bing	NA
dudoso	negativo	bing	NA
duelo	negativo	bing	NA
dulce	positivo	bing	NA
dulzura	positivo	bing	NA
durable	positivo	bing	NA
duro	positivo	bing	NA
ebullición	negativo	bing	NA
eclipsar	negativo	bing	NA
económico	positivo	bing	NA
educado	positivo	bing	NA
eficaz	positivo	bing	NA
eficiente	positivo	bing	NA
efigie	negativo	bing	NA
efusión	positivo	bing	NA
egoísmo	negativo	bing	NA
egoísta	negativo	bing	NA
ególatra	negativo	bing	NA
ejemplar	positivo	bing	NA
elegancia	positivo	bing	NA
elegante	positivo	bing	NA
elevar	positivo	bing	NA
eliminación	negativo	bing	NA
élite	positivo	bing	NA
elocuencia	positivo	bing	NA
elocuente	negativo	bing	NA
elogiar	positivo	bing	NA
embarazoso	negativo	bing	NA
embate	negativo	bing	NA
embellecer	positivo	bing	NA
emboscada	negativo	bing	NA
embotado	negativo	bing	NA
embrollado	negativo	bing	NA
embrollo	negativo	bing	NA
embromar	negativo	bing	NA
emergencia	negativo	bing	NA
eminencia	positivo	bing	NA
eminente	positivo	bing	NA
emoción	positivo	bing	NA
emocionado	positivo	bing	NA
emocionante	positivo	bing	NA
empañar	negativo	bing	NA
empatía	positivo	bing	NA
empeoramiento	negativo	bing	NA
empequeñecer	negativo	bing	NA
empinado	negativo	bing	NA
emprendedor	positivo	bing	NA
enajenar	negativo	bing	NA
enano	negativo	bing	NA
encallado	negativo	bing	NA
encantado	positivo	bing	NA
Encantado	positivo	bing	NA
encantador	positivo	bing	NA
encantar	positivo	bing	NA
encanto	positivo	bing	NA
encarcelamiento	negativo	bing	NA
encarcelar	negativo	bing	NA
encogerse	negativo	bing	NA
enderezar	positivo	bing	NA
endeudado	positivo	bing	NA
endoso	positivo	bing	NA
endulzar	positivo	bing	NA
endurecer	negativo	bing	NA
enemigo	negativo	bing	NA
enemistad	negativo	bing	NA
energético	positivo	bing	NA
enérgico	positivo	bing	NA
enfático	negativo	bing	NA
enfermedad	negativo	bing	NA
enfermizo	negativo	bing	NA
enfermo	negativo	bing	NA
engañar	negativo	bing	NA
engaño	negativo	bing	NA
engañoso	negativo	bing	NA
engreído	negativo	bing	NA
engreimiento	negativo	bing	NA
enjuiciar	negativo	bing	NA
enloquecer	negativo	bing	NA
enloquecido	negativo	bing	NA
enojado	negativo	bing	NA
enredado	negativo	bing	NA
enredo	negativo	bing	NA
enriquecer	positivo	bing	NA
entretener	positivo	bing	NA
entretenido	positivo	bing	NA
entrometer	negativo	bing	NA
entrometerse	negativo	bing	NA
entumecido	negativo	bing	NA
entusiasmo	positivo	bing	NA
entusiasta	positivo	bing	NA
envenenar	negativo	bing	NA
envidioso	negativo	bing	NA
epidemia	negativo	bing	NA
equilibrado	positivo	bing	NA
equilibrio	positivo	bing	NA
equitativo	positivo	bing	NA
equivocado	negativo	bing	NA
equívoco	negativo	bing	NA
erosión	negativo	bing	NA
erosionar	negativo	bing	NA
errante	negativo	bing	NA
errar	negativo	bing	NA
errático	negativo	bing	NA
erróneamente	negativo	bing	NA
erróneo	negativo	bing	NA
error	negativo	bing	NA
erudito	positivo	bing	NA
erupción	negativo	bing	NA
escalofrío	negativo	bing	NA
escama	negativo	bing	NA
escamoso	negativo	bing	NA
escándalo	negativo	bing	NA
escandaloso	negativo	bing	NA
escapatoria	negativo	bing	NA
escape	negativo	bing	NA
escarnio	negativo	bing	NA
escasez	negativo	bing	NA
escaso	negativo	bing	NA
escénico	positivo	bing	NA
escepticismo	negativo	bing	NA
escéptico	negativo	bing	NA
esclavitud	negativo	bing	NA
esclavizar	negativo	bing	NA
esclavo	negativo	bing	NA
escoria	negativo	bing	NA
escozor	negativo	bing	NA
escuchimizado	negativo	bing	NA
esfuerzos	negativo	bing	NA
espacioso	positivo	bing	NA
espaldarazo	positivo	bing	NA
espantado	negativo	bing	NA
espantosamente	negativo	bing	NA
espantoso	negativo	bing	NA
espectacular	positivo	bing	NA
espectro	negativo	bing	NA
espejismo	negativo	bing	NA
espeluznante	negativo	bing	NA
esperanzado	positivo	bing	NA
espinilla	negativo	bing	NA
espinoso	negativo	bing	NA
espiritual	positivo	bing	NA
espléndido	positivo	bing	NA
esplendor	positivo	bing	NA
esporádico	negativo	bing	NA
espurio	negativo	bing	NA
estabilidad	positivo	bing	NA
estable	positivo	bing	NA
establos	negativo	bing	NA
estacada	negativo	bing	NA
estafador	negativo	bing	NA
estancado	negativo	bing	NA
estancamiento	negativo	bing	NA
estático	negativo	bing	NA
estelar	positivo	bing	NA
estereotipo	negativo	bing	NA
estéril	negativo	bing	NA
estigma	negativo	bing	NA
estímulo	positivo	bing	NA
estirado	negativo	bing	NA
estofado	negativo	bing	NA
estola	negativo	bing	NA
estorbar	negativo	bing	NA
estragos	negativo	bing	NA
estrangulación	negativo	bing	NA
estrangular	negativo	bing	NA
estrecho	negativo	bing	NA
estrés	negativo	bing	NA
estridente	negativo	bing	NA
estropear	negativo	bing	NA
estruendo	negativo	bing	NA
estupendo	positivo	bing	NA
estupidez	negativo	bing	NA
estúpido	negativo	bing	NA
estupor	negativo	bing	NA
eterno	positivo	bing	NA
ético	positivo	bing	NA
evadir	negativo	bing	NA
evasión	negativo	bing	NA
evitar	negativo	bing	NA
exacerbar	negativo	bing	NA
exacto	positivo	bing	NA
exageración	negativo	bing	NA
exagerar	negativo	bing	NA
exaltación	positivo	bing	NA
exaltado	positivo	bing	NA
exaltar	positivo	bing	NA
exasperación	negativo	bing	NA
exceder	positivo	bing	NA
excelencia	positivo	bing	NA
excelente	positivo	bing	NA
excentricidad	negativo	bing	NA
excéntrico	negativo	bing	NA
excepcional	positivo	bing	NA
excesivamente	negativo	bing	NA
excesivo	negativo	bing	NA
excitar	positivo	bing	NA
exclusión	negativo	bing	NA
excusa	negativo	bing	NA
exhortar	negativo	bing	NA
exilio	negativo	bing	NA
éxito	positivo	bing	NA
exitoso	positivo	bing	NA
exorbitante	negativo	bing	NA
expansivo	positivo	bing	NA
experto	positivo	bing	NA
explosión	negativo	bing	NA
explosivo	negativo	bing	NA
explotar	negativo	bing	NA
exprimidor	negativo	bing	NA
expropiación	negativo	bing	NA
expulsar	negativo	bing	NA
exquisitamente	positivo	bing	NA
exquisito	positivo	bing	NA
éxtasis	positivo	bing	NA
extático	positivo	bing	NA
exterminar	negativo	bing	NA
exterminio	negativo	bing	NA
extinguir	negativo	bing	NA
extraño	negativo	bing	NA
extraordinariamente	negativo	bing	NA
extraordinario	positivo	bing	NA
exuberancia	positivo	bing	NA
exuberante	positivo	bing	NA
fabricación	negativo	bing	NA
fabricar	negativo	bing	NA
fácil	positivo	bing	NA
facilidad	positivo	bing	NA
facilitar	positivo	bing	NA
fácilmente	positivo	bing	NA
factible	positivo	bing	NA
faena	negativo	bing	NA
falacia	negativo	bing	NA
falla	negativo	bing	NA
fallecimiento	negativo	bing	NA
falsamente	negativo	bing	NA
falsedad	negativo	bing	NA
falsificar	negativo	bing	NA
falso	negativo	bing	NA
falta	negativo	bing	NA
fama	positivo	bing	NA
famosamente	positivo	bing	NA
famoso	positivo	bing	NA
fanático	negativo	bing	NA
fanatismo	negativo	bing	NA
fanfarria	positivo	bing	NA
fango	negativo	bing	NA
fangoso	negativo	bing	NA
fantasía	positivo	bing	NA
farfulla	negativo	bing	NA
farsa	negativo	bing	NA
fascinación	positivo	bing	NA
fascinante	positivo	bing	NA
fatal	negativo	bing	NA
fatiga	negativo	bing	NA
fatigado	negativo	bing	NA
favorable	positivo	bing	NA
favorecer	positivo	bing	NA
favorito	positivo	bing	NA
fe	positivo	bing	NA
fealdad	negativo	bing	NA
febril	negativo	bing	NA
felicidad	positivo	bing	NA
feliz	positivo	bing	NA
felizmente	positivo	bing	NA
felpa	positivo	bing	NA
feo	negativo	bing	NA
feria	positivo	bing	NA
ferocidad	negativo	bing	NA
feroz	negativo	bing	NA
fértil	positivo	bing	NA
ferviente	positivo	bing	NA
fervor	positivo	bing	NA
festivo	positivo	bing	NA
fiable	positivo	bing	NA
fiasco	negativo	bing	NA
ficción	negativo	bing	NA
ficticio	negativo	bing	NA
fidelidad	positivo	bing	NA
fiebre	negativo	bing	NA
fiel	positivo	bing	NA
fiesta	positivo	bing	NA
fingir	negativo	bing	NA
firme	negativo	bing	NA
flaco	negativo	bing	NA
flagrante	negativo	bing	NA
flexibilidad	positivo	bing	NA
flexible	positivo	bing	NA
flojo	negativo	bing	NA
flor	positivo	bing	NA
floración	positivo	bing	NA
follón	negativo	bing	NA
forastero	negativo	bing	NA
forjado	negativo	bing	NA
formalmente	positivo	bing	NA
formidable	positivo	bing	NA
fornido	negativo	bing	NA
fortaleza	positivo	bing	NA
fortuito	positivo	bing	NA
fortuna	positivo	bing	NA
fracaso	negativo	bing	NA
fractura	negativo	bing	NA
fragante	positivo	bing	NA
frágil	negativo	bing	NA
franqueza	positivo	bing	NA
fraternal	positivo	bing	NA
fraude	negativo	bing	NA
fraudulento	negativo	bing	NA
fregadero	negativo	bing	NA
frenesí	negativo	bing	NA
frenético	negativo	bing	NA
fresco	positivo	bing	NA
fríamente	negativo	bing	NA
fricción	negativo	bing	NA
frígido	negativo	bing	NA
frío	negativo	bing	NA
frotar	negativo	bing	NA
fructífero	positivo	bing	NA
frugal	positivo	bing	NA
frustración	negativo	bing	NA
frustrado	negativo	bing	NA
frustrar	negativo	bing	NA
fuerte	negativo	bing	NA
fuga	negativo	bing	NA
fugaz	negativo	bing	NA
fugitivo	negativo	bing	NA
fumble	negativo	bing	NA
fundir	negativo	bing	NA
furia	negativo	bing	NA
furiosamente	negativo	bing	NA
furioso	negativo	bing	NA
furor	negativo	bing	NA
furtivo	negativo	bing	NA
fútil	negativo	bing	NA
futilidad	negativo	bing	NA
galante	positivo	bing	NA
ganador	positivo	bing	NA
ganadora	positivo	bing	NA
ganancia	positivo	bing	NA
ganando	positivo	bing	NA
ganchos	negativo	bing	NA
ganga	positivo	bing	NA
garantía	positivo	bing	NA
gema	positivo	bing	NA
gemido	negativo	bing	NA
general	positivo	bing	NA
generosidad	positivo	bing	NA
generoso	positivo	bing	NA
genial	positivo	bing	NA
genio	negativo	bing	NA
genuino	positivo	bing	NA
gimoteo	negativo	bing	NA
gloria	positivo	bing	NA
glorificar	positivo	bing	NA
golpe	negativo	bing	NA
goteo	negativo	bing	NA
gracia	positivo	bing	NA
graciosamente	positivo	bing	NA
gracioso	positivo	bing	NA
grandeza	positivo	bing	NA
granizo	positivo	bing	NA
grasa	negativo	bing	NA
grasiento	negativo	bing	NA
graso	negativo	bing	NA
gratitud	positivo	bing	NA
grave	negativo	bing	NA
gravoso	negativo	bing	NA
grieta	negativo	bing	NA
gritar	negativo	bing	NA
grito	negativo	bing	NA
grosería	negativo	bing	NA
grotesco	negativo	bing	NA
grumoso	negativo	bing	NA
gruñido	negativo	bing	NA
gruñón	negativo	bing	NA
guapo	positivo	bing	NA
gueto	negativo	bing	NA
gusto	positivo	bing	NA
hábil	positivo	bing	NA
habilidad	positivo	bing	NA
habilidoso	negativo	bing	NA
habladuría	negativo	bing	NA
habladurías	negativo	bing	NA
hambruna	negativo	bing	NA
harapiento	negativo	bing	NA
hazaña	positivo	bing	NA
hebilla	negativo	bing	NA
hechizado	positivo	bing	NA
hedor	negativo	bing	NA
helada	negativo	bing	NA
hereje	negativo	bing	NA
herejía	negativo	bing	NA
herético	negativo	bing	NA
herida	negativo	bing	NA
hermosa	positivo	bing	NA
héroe	positivo	bing	NA
heroico	positivo	bing	NA
heroína	positivo	bing	NA
herrumbre	negativo	bing	NA
hervir	negativo	bing	NA
heterodoxo	negativo	bing	NA
hiel	negativo	bing	NA
hilarante	positivo	bing	NA
hinchado	negativo	bing	NA
hinchazón	negativo	bing	NA
hipnotizado	positivo	bing	NA
hipnotizar	positivo	bing	NA
hipocresía	negativo	bing	NA
hipócrita	negativo	bing	NA
hiriente	negativo	bing	NA
hirviente	negativo	bing	NA
histeria	negativo	bing	NA
histérico	negativo	bing	NA
homenaje	positivo	bing	NA
honestidad	positivo	bing	NA
honesto	positivo	bing	NA
honor	positivo	bing	NA
honorable	positivo	bing	NA
horda	negativo	bing	NA
hormigueo	negativo	bing	NA
horrendo	negativo	bing	NA
horrible	negativo	bing	NA
horripilante	negativo	bing	NA
horrorizada	negativo	bing	NA
horrorosamente	negativo	bing	NA
hosco	negativo	bing	NA
hostigar	negativo	bing	NA
hostil	negativo	bing	NA
hostilidad	negativo	bing	NA
hostilidades	negativo	bing	NA
hueco	negativo	bing	NA
huelga	negativo	bing	NA
huérfano	negativo	bing	NA
huir	negativo	bing	NA
humano	positivo	bing	NA
húmedo	negativo	bing	NA
humildad	positivo	bing	NA
humilde	negativo	bing	NA
humillación	negativo	bing	NA
humillante	negativo	bing	NA
humillar	negativo	bing	NA
humo	negativo	bing	NA
humor	positivo	bing	NA
humorístico	positivo	bing	NA
hundido	negativo	bing	NA
hundimiento	negativo	bing	NA
idiota	negativo	bing	NA
idiotez	negativo	bing	NA
ídolo	positivo	bing	NA
ignorancia	negativo	bing	NA
ignorante	negativo	bing	NA
ilegal	negativo	bing	NA
ilegalmente	negativo	bing	NA
ilegítimo	negativo	bing	NA
ilícito	negativo	bing	NA
ilimitado	positivo	bing	NA
ilógico	negativo	bing	NA
iluminar	positivo	bing	NA
ilustración	positivo	bing	NA
ilustre	positivo	bing	NA
imaginario	negativo	bing	NA
imaginativo	positivo	bing	NA
imbécil	negativo	bing	NA
impaciencia	negativo	bing	NA
impaciente	negativo	bing	NA
imparcial	positivo	bing	NA
imparcialidad	positivo	bing	NA
impasible	negativo	bing	NA
impecable	positivo	bing	NA
impedimento	negativo	bing	NA
impedir	negativo	bing	NA
imperfección	negativo	bing	NA
imperfectamente	negativo	bing	NA
impersonal	negativo	bing	NA
implacable	negativo	bing	NA
implicación	negativo	bing	NA
implicar	negativo	bing	NA
implorar	negativo	bing	NA
imponente	negativo	bing	NA
imponer	negativo	bing	NA
impopular	negativo	bing	NA
importante	positivo	bing	NA
imposible	negativo	bing	NA
imposición	negativo	bing	NA
impostor	negativo	bing	NA
impotencia	negativo	bing	NA
impotente	negativo	bing	NA
impresionar	positivo	bing	NA
imprevisible	negativo	bing	NA
imprevisto	negativo	bing	NA
improbable	negativo	bing	NA
improductivo	negativo	bing	NA
impropiedad	negativo	bing	NA
imprudencia	negativo	bing	NA
imprudente	negativo	bing	NA
impunidad	negativo	bing	NA
impureza	negativo	bing	NA
impuro	negativo	bing	NA
inaceptable	negativo	bing	NA
inactivo	negativo	bing	NA
inadmisible	negativo	bing	NA
inadvertido	negativo	bing	NA
inaguantable	negativo	bing	NA
inamovible	negativo	bing	NA
inane	negativo	bing	NA
inanición	negativo	bing	NA
inapropiado	negativo	bing	NA
inaudible	negativo	bing	NA
incapacidad	negativo	bing	NA
incapaz	negativo	bing	NA
incauto	negativo	bing	NA
incendiario	negativo	bing	NA
incesante	negativo	bing	NA
incesantemente	negativo	bing	NA
incienso	negativo	bing	NA
incierto	negativo	bing	NA
incitación	negativo	bing	NA
incitar	negativo	bing	NA
inclemente	negativo	bing	NA
incoherente	negativo	bing	NA
incómodo	negativo	bing	NA
incompatible	negativo	bing	NA
incompetencia	negativo	bing	NA
incompetente	negativo	bing	NA
incompleto	negativo	bing	NA
incomprensible	negativo	bing	NA
inconcebible	negativo	bing	NA
inconcluso	negativo	bing	NA
incongruente	negativo	bing	NA
inconsecuencia	negativo	bing	NA
inconsecuente	negativo	bing	NA
inconstitucional	negativo	bing	NA
inconveniente	negativo	bing	NA
incorrecto	negativo	bing	NA
incredulidad	negativo	bing	NA
incrédulo	negativo	bing	NA
increíble	negativo	bing	NA
increíblemente	positivo	bing	NA
incuestionable	positivo	bing	NA
incuestionablemente	positivo	bing	NA
incumplida	negativo	bing	NA
incumplimiento	negativo	bing	NA
indebido	negativo	bing	NA
indecencia	negativo	bing	NA
indecente	negativo	bing	NA
indecible	negativo	bing	NA
indecisión	negativo	bing	NA
indeciso	negativo	bing	NA
indefendible	negativo	bing	NA
indefinido	negativo	bing	NA
indeseable	negativo	bing	NA
indeterminado	negativo	bing	NA
indiferencia	negativo	bing	NA
indiferente	negativo	bing	NA
indigente	negativo	bing	NA
indignación	negativo	bing	NA
indignado	negativo	bing	NA
indignante	negativo	bing	NA
indiscutible	positivo	bing	NA
indispuesto	negativo	bing	NA
indistinguible	negativo	bing	NA
indolente	negativo	bing	NA
indudable	positivo	bing	NA
indulgencia	positivo	bing	NA
indulgente	positivo	bing	NA
indulto	positivo	bing	NA
industrioso	positivo	bing	NA
ineficacia	negativo	bing	NA
ineficaz	negativo	bing	NA
ineficiente	negativo	bing	NA
inelegible	negativo	bing	NA
ineptitud	negativo	bing	NA
inepto	negativo	bing	NA
inequívocamente	positivo	bing	NA
inequívoco	positivo	bing	NA
inesperadamente	negativo	bing	NA
inesperado	negativo	bing	NA
inestabilidad	negativo	bing	NA
inestable	negativo	bing	NA
inestimable	positivo	bing	NA
inevitable	negativo	bing	NA
inexacto	negativo	bing	NA
inexcusable	negativo	bing	NA
inexistente	negativo	bing	NA
inexperiencia	negativo	bing	NA
inexperto	negativo	bing	NA
inexplicable	negativo	bing	NA
infalibilidad	positivo	bing	NA
infalible	positivo	bing	NA
infame	negativo	bing	NA
infamia	negativo	bing	NA
infección	negativo	bing	NA
infelicidad	negativo	bing	NA
infeliz	negativo	bing	NA
inferior	negativo	bing	NA
inferioridad	negativo	bing	NA
infiel	negativo	bing	NA
infierno	negativo	bing	NA
inflado	negativo	bing	NA
inflamación	negativo	bing	NA
inflexible	negativo	bing	NA
infligir	negativo	bing	NA
influyente	positivo	bing	NA
infortunio	negativo	bing	NA
infracción	negativo	bing	NA
infringir	negativo	bing	NA
infructuoso	negativo	bing	NA
infundado	negativo	bing	NA
ingenio	positivo	bing	NA
ingenioso	positivo	bing	NA
ingenuo	negativo	bing	NA
inhabilitar	negativo	bing	NA
inhibición	negativo	bing	NA
inhibir	negativo	bing	NA
inhóspito	negativo	bing	NA
inhumanidad	negativo	bing	NA
inhumano	negativo	bing	NA
inimaginable	negativo	bing	NA
ininteligible	negativo	bing	NA
iniquidad	negativo	bing	NA
injusticia	negativo	bing	NA
injustificable	negativo	bing	NA
injustificado	negativo	bing	NA
injusto	negativo	bing	NA
inmaculado	positivo	bing	NA
inmaduro	negativo	bing	NA
inmaterial	negativo	bing	NA
inmenso	positivo	bing	NA
inminente	negativo	bing	NA
inmoral	negativo	bing	NA
inmoralidad	negativo	bing	NA
inmóvil	negativo	bing	NA
inmundicia	negativo	bing	NA
inmundo	negativo	bing	NA
innecesario	negativo	bing	NA
innovación	positivo	bing	NA
inocuo	positivo	bing	NA
inoportuno	negativo	bing	NA
inoxidable	positivo	bing	NA
inquebrantable	positivo	bing	NA
inquieto	negativo	bing	NA
inquietud	negativo	bing	NA
insalubre	negativo	bing	NA
insatisfacción	negativo	bing	NA
insatisfactorio	negativo	bing	NA
insatisfecho	negativo	bing	NA
inseguridad	negativo	bing	NA
inseguro	negativo	bing	NA
insidioso	negativo	bing	NA
insignificancia	negativo	bing	NA
insignificante	negativo	bing	NA
insinuación	negativo	bing	NA
insolente	negativo	bing	NA
insólito	negativo	bing	NA
insolvente	negativo	bing	NA
insostenible	negativo	bing	NA
inspiración	positivo	bing	NA
inspirar	positivo	bing	NA
instigar	negativo	bing	NA
instructivo	positivo	bing	NA
instrumental	positivo	bing	NA
insuficiencia	negativo	bing	NA
insuficiente	negativo	bing	NA
insuficientemente	negativo	bing	NA
insular	negativo	bing	NA
insultante	negativo	bing	NA
insulto	negativo	bing	NA
insuperable	negativo	bing	NA
insurrección	negativo	bing	NA
integral	positivo	bing	NA
inteligencia	positivo	bing	NA
inteligente	positivo	bing	NA
inteligible	positivo	bing	NA
intenso	negativo	bing	NA
interesante	positivo	bing	NA
interferencia	negativo	bing	NA
intermitente	negativo	bing	NA
interrumpir	negativo	bing	NA
interrupción	negativo	bing	NA
intimidación	negativo	bing	NA
intimidad	positivo	bing	NA
intimidar	negativo	bing	NA
íntimo	positivo	bing	NA
intolerable	negativo	bing	NA
intolerancia	negativo	bing	NA
intransigente	negativo	bing	NA
intratable	negativo	bing	NA
intriga	positivo	bing	NA
intrigante	positivo	bing	NA
intrincado	positivo	bing	NA
intrusión	negativo	bing	NA
intruso	negativo	bing	NA
intuitivo	positivo	bing	NA
inundado	negativo	bing	NA
inútil	negativo	bing	NA
invalidar	negativo	bing	NA
invalidez	negativo	bing	NA
inválido	negativo	bing	NA
invasión	negativo	bing	NA
invasor	negativo	bing	NA
invencible	positivo	bing	NA
inventivo	positivo	bing	NA
invisible	negativo	bing	NA
involuntario	negativo	bing	NA
ira	negativo	bing	NA
