Season,Episode,Character,Line
3,10,PACINO,"No es problema nuestro… Ese hombre nos ha salvado la vida. Ahora nos toca a nosotros hacer lo mismo. Ésa es la misión. ¡Recapitula!"
3,10,ALONSO,"Cumpliré la misión. Pero no me pidáis que lo haga con gusto."
3,10,IRENE,"El delegado de Presidencia ya está aquí…"
3,10,SALVADOR,"¿Delegado? ¿Y Marisa?"
3,10,BOSCO,"Digamos que mientras estemos en estado de emergencia yo ocupo su lugar."
3,10,SALVADOR,"¿Devolver a los moriscos a su época?"
3,10,BOSCO,"Ésas son las órdenes."
3,10,IRENE,"Pero eso… no es posible… Hay unos protocolos que debemos cumplir."
3,10,BOSCO,"¿Protocolos?"
3,10,IRENE,"El primer protocolo es sanitario. Quien llega de otra época puede traer enfermedades que ahora serían mortales. Por eso les sometemos a análisis…"
3,10,HABIB,"¿Ese instrumento sirve para sacar sangre? Extrañas sanguijuelas las vuestras…"
3,10,LOLA,"Le aseguro que es necesario. Y nos ayudaría que convenciera a los suyos de que se dejen…"
3,10,HABIB,"No os preocupéis. Si ven que lo hago yo, lo harán los demás…"
3,10,HABIB,"No hay nada parecido en nuestra época… Y yo he tratado hasta a reyes."
3,10,ERNESTO,"¿Sois médico?"
3,10,HABIB,"Lo soy. Al'umm alty wullidtuk"
3,10,SANITARIO,"Señor, esta mujer está ardiendo de fiebre…"
3,10,LOLA,"Y me temo que sea la única. Están débiles… Son presa fácil de cualquier virus…"
3,10,ERNESTO,"¿Qué hace usted aquí?"
3,10,VELÁZQUEZ,"Quiero ayudar."
3,10,ERNESTO,"Pues vaya a la cafetería y diga que necesitamos toda el agua que tengan…"
3,10,VELÁZQUEZ,"Sí, señor."
3,10,IRENE,"A su vez, quien llega de otro tiempo puede adquirir aquí enfermedades que si les devolvemos de inmediato a su época pueden convertirse en pandemia. Y afectar a nuestra Historia."
3,10,BOSCO,"¿Cómo?"
3,10,SALVADOR,"Puede contagiarse el mismo rey. O un anónimo ciudadano que tal vez sea el tatarabuelo del tatarabuelo de, por ejemplo, un Ramón y Cajal… Que, de esa manera, nunca nacería."
3,10,HABIB,"Necesito mis hierbas…"
3,10,ERNESTO,"Nosotros nos encargamos. Tenemos antibióticos."
3,10,HABIB,"¿Qué es eso?"
3,10,BOSCO,"Pero aparte de la cuestión sanitaria, hay algo urgente que averiguar."
3,10,SALVADOR,"¿Cómo han llegado hasta aquí?"
3,10,BOSCO,"Exacto. Para llegar hasta aquí hay que utilizar una de las puertas del tiempo… ¿Cómo han sabido esos moriscos de su existencia?"
3,10,IRENE,"Ése es el segundo protocolo."
3,10,ANGUSTIAS,"Yo iré con ella."
3,10,HABIB,"Creo que ya es hora de que me digáis dónde estamos."
3,10,ERNESTO,"Seré sincero, no tenemos mucho tiempo. Habéis viajado a través del tiempo."
3,10,HABIB,"Eso no es posible."
3,10,ERNESTO,"Lo es… Y para ello han entrado por una puerta… ¿Cómo llegaron hasta ella?"
3,10,HABIB,"Nosotros sólo salimos de Elsh…"
3,10,LOLA,"¿De dónde?"
3,10,ERNESTO,"Elsh… Es Elche en árabe…"
3,10,HABIB,"Nos tuvimos que ir de nuestro hogar, obligados por las tropas reales… Parte del grupo no logró escapar… Nosotros tuvimos suerte: el joven Cosme nos guio. Es un joven valiente… Y el único cristiano que nos ha ayudado…"
3,10,LOLA,"¿Desde cuándo le conocéis?"
3,10,HABIB,"Hace apenas unos días… Apareció de repente y nos salvó. Es lo que en su religión llaman ángel de la guarda."
3,10,ERNESTO,"Alarma general. Hay un infiltrado entre los moriscos… Desalojen galerías… Vamos."
3,10,VOZ ALTAVOZ,"¡Desalojen galerías! ¡Alarma general! ¡Desalojen galerías!"
3,10,VELÁZQUEZ,"¿Pero se puede saber qué está pasando?"
3,10,ERNESTO,"¡No dés un paso más, Cosme!"
3,10,LOLA,"Su arma… Rápido…"
3,10,LOLA,"¡Date la vuelta, ahora mismo! ¡Velázquez, apártese!"
3,10,VELÁZQUEZ,"Ahora… mismo…"
3,10,LOLA,"¡Date la vuelta, despacio! ¡Y levanta las manos!"
3,10,COSME,"¡Trágala perro!"
3,10,BOSCO,"Ese hombre se parece a Velázquez"
3,10,SALVADOR,"No se le parece. Es él."
3,10,ERNESTO,"Con calma… mira la chaqueta."
3,10,IRENE,"Aquí hay explosivo para volar el Ministerio entero…"
3,10,BOSCO,"Son unos terroristas."
3,10,LOLA,"Son unos refugiados, perseguidos en su época. Estaban huyendo cuando este hombre se les unió… Él les trajo hasta aquí."
3,10,BOSCO,"Seguro que lo sabían… Quieren vengarse de quien les echó…"
3,10,ERNESTO,"Lo dudo. Han sido engañados. Este joven conocía cómo llegar aquí… Y al ir a explotar la bomba, dijo “Trágala perro”."
3,10,SALVADOR,"Un Hijo de Padilla."
3,10,BOSCO,"Si me lo puede explicar en cristiano."
3,10,SALVADOR,"Llevará su tiempo."
3,10,BOSCO,"Mañana quiero un informe completo de lo que está pasando aquí. Y respecto a esos refugiados, los quiero devueltos a su época cuanto antes."
3,10,ERNESTO,"Habrá que esperar. Los sanitarios han detectado mucha gente enferma. Y si lo están por algo adquirido aquí, no podrán salir del Minsiterio hasta que se recuperen."
3,10,BOSCO,"48 horas. Luego, quiero que no quede huella de esta pesadilla."
3,10,MANUELA,"… Y entonces Palacios, que lleva toda su vida con el general … … le dice: lo que mi señor piensa, solo mi señor lo sabe…"
3,10,SANTANDER,"El viejo José Palacios, tan fiel como un perro de la corte de los Austrias…"
3,10,URDANETA,"Sí… Sus reyes gustaban de posar en sus cuadros con perros… Bien podrían haber posado con sus generales…"
3,10,BOLÍVAR,"Si todos mostraran la lealtad de mi viejo mayordomo, este país no estaría repleto de liberales de falso pelaje…"
3,10,BOLÍVAR,"Por favor, disfrute de la comida, estamos entre camaradas…"
3,10,ALONSO,"Yo no soy su camarada. Como tampoco lo soy de sus edecanes… Y no puedo reírme. Casi nos ejecutan sin atender razones ni documentos. Hablar de justicia es fácil, serlo parece que les cuesta a ustedes un poco más."
3,10,URDANETA,"Qué sabrá usted de la guerra… No es más que un burócrata… Y los burócratas, al primer silbido de cañón manchan sus calzones."
3,10,MANUELA,"Señores, por favor… Un respeto para nuestros invitados."
3,10,ALONSO,"Gracias, señora… Parece que en esta tierra las mujeres tienen la elegancia que sus generales no tienen."
3,10,PACINO,"Bueno, tengamos calma… Simplemente tenemos un sentido del humor muy diferente…"
3,10,ALONSO,"Lo que tenemos es un sentido del honor muy diferente."
3,10,ALONSO,"Hacedme saber el lugar, la hora y el arma. Allí estaré como hay Dios. Veremos quién mancha sus calzones."
3,10,PACINO,"¿…Pero es que te has vuelto loco? ¿No te das cuenta de que además de joder la misión puedes perder la vida?"
3,10,ALONSO,"¡Un verdadero español no consiente jamás que denigren a la patria…!"
3,10,PACINO,"Mi patria eres tú, toda la gente que quiero… ¿Es que no te das cuenta? Si te mata ese fantoche, yo…"
3,10,ALONSO,"Tranquilo… Le acertaré justo entre sus ojos."
3,10,PACINO,"Tampoco puedes hacer eso… Si le matas tú, cambiarás la Historia…"
3,10,PACINO,"Urdaneta llegará a ser el último presidente de la Gran Colombia… Eso se llama cambiar la Historia a lo grande."
3,10,ALONSO,"Puedo fingir sordera si se me toca el corazón, pero mi honor se ha forjado a sangre y fuego en el campo de batalla, ¿Comprendéis lo que significa eso?"
3,10,HABIB,"No somos asesinos. No sabíamos nada, os lo juro… Pobre muchacho."
3,10,LOLA,"Ese muchacho les utilizó a todos ustedes para querer acabar con todos nosotros."
3,10,HABIB,"Quien sólo se mueve por venganza es una pobre persona. Nosotros vivíamos en paz, hasta que nos expulsaron. Luego vinieron guerras en las que todos perdimos la cabeza. Sé muy bien que pasa por tu alma cuando pasa eso…"
3,10,ERNESTO,"Ojo por ojo, diente por diente."
3,10,HABIB,"Sí… Esa frase jamás debería haber sido escrita en un texto sagrado."
3,10,LOLA,"Ya lo hago yo… Tranquila, no pasa nada…"
3,10,ERNESTO,"No le queda mucho para dar a luz."
3,10,HABIB,"Apenas una semana… Maryam era cristiana y se enamoró de Said, un sobrino mío. Casó con él y cambió de fe. Más por amor que por credo. Ahora Said está muerto…"
3,10,ERNESTO,"Lo siento."
3,10,HABIB,"Lo único que le queda de él es el hijo que tiene en sus entrañas. Rezo porque no nazca con odio en su alma."
3,10,SALVADOR,"Se acabó el secreto… Ahora sabrán en Presidencia todo lo de las sociedades secretas…"
3,10,IRENE,"Sí. Y el tal Bosco no me da buena espina."
3,10,SALVADOR,"Es un burócrata. Bastante tiene con eso. Los he visto peores, se lo aseguro."
3,10,SALVADOR,"¿Ha averiguado algo?"
3,10,ERNESTO,"No sabían nada… Ni hemos encontrado nada peligroso en sus pertenencias."
3,10,IRENE,"Los Hijos de Padilla han utilizado a los moriscos como caballo de Troya."
3,10,ERNESTO,"Sabían que eran tantos que no nos iba a dar tiempo a controlar la seguridad."
3,10,SALVADOR,"Cierto… Nos faltó capacidad de reacción…"
3,10,IRENE,"Y nos sobró bondad. Nos pesó más el sentimiento de piedad por esos pobres que la sensación de amenaza. Ese hijo de Padilla, sin embargo, no se apiadó de nadie… Esa bomba nos hubiera matado a todos… Hasta a los moriscos a los que, supuestamente, les llevaba hacia la libertad… Hijo de puta…"
3,10,SALVADOR,"Es hora de tomar decisiones. Tenemos 48 horas para encontrar una salida a esos pobres. Y yo sólo veo una opción."
3,10,ERNESTO,"¿Cuál?"
3,10,SALVADOR,"Conseguir garantías de seguridad para nuestros refugiados una vez que abandonen el país en su época."
3,10,ERNESTO,"Con el debido respeto, hay algo que no entiendo. ¿Por qué salvar la vida de estos moriscos? En la expulsión murieron muchos más…"
3,10,ERNESTO,"Lo siento… A veces digo cosas que, al segundo, me arrepiento de haberlas dicho. ¿Qué quiere que haga?"
3,10,SALVADOR,"Salga de inmediato con Lola al año 1609 a negociar con Felipe III."
3,10,IRENE,"No te equivoques de ciudad… Por ese año ya había dejado de ser Valladolid la capital del Reino…"
3,10,ERNESTO,"Bien… Cambio de época, pero no me muevo de Madrid. Más facilito."
3,10,SALVADOR,"¿Qué pasa, Angustias?"
3,10,ANGUSTIAS,"Ponga la televisión."
3,10,ELENA,"Sin duda, el gobierno está ocultando algo… No era el rodaje de una película porque no había cámaras… Yo estaba allí… E hice fotos de los que pude… He hablado con todas las agencias de figurantes… Ninguno lo es…"
3,10,PERIODISTA,"¿Y quiénes cree que eran?"
3,10,ELENA,"No lo sé… Pero han desaparecido y nadie quiere dar información… Nadie responde a una pregunta muy sencilla: ¿dónde están ahora? Pero les aseguro que encontraremos la respuesta."
3,10,ANGUSTIAS,"Éramos pocos y parió la abuela."
3,10,SALVADOR,"No encuentro mejor definición."
3,10,BOSCO,"Tienen que encontrarla antes de que siga hablando."
3,10,BOSCO,"No nos conviene dar más publicidad al asunto. Y más ahora que vamos a conquistar el Ministerio del Tiempo."
3,10,LOLA,"No le conozco mucho… pero no es difícil saber que esta situación le está afectando mucho."
3,10,VELÁZQUEZ,"¿A quién no le da pena la situación de esos pobres?"
3,10,LOLA,"Vaya, entonces no es usted tan egoísta y ególatra como me han dicho que es."
3,10,VELÁZQUEZ,"¿Eso opinan de mí? ¡Ni me conocen! Yo no tengo la culpa de ser uno de los grandes de la pintura española…"
3,10,LOLA,"No tiene usted abuela."
3,10,VELÁZQUEZ,"¿También le han dicho eso? Pues mienten, que la tengo y es muy buena mujer la pobre."
3,10,LOLA,"¿Sabe? Para mí ver la situación de estos refugiados me recuerda a la guerra civil… Me he jugado la vida salvando a muchos que huían a Francia… Y a judíos que huían hacia España… Y ahora no puedo hacer nada. Es lo que más me duele."
3,10,VELÁZQUEZ,"A mí me recuerda… Me recuerda…"
3,10,LOLA,"Por favor, sáquelo fuera… le ayudará…"
3,10,VELÁZQUEZ,"¡¡¡Yo tuve un esclavo morisco!!!"
3,10,LOLA,"Juan Pareja. Buen pintor… aunque peor que usted, claro…"
3,10,VELÁZQUEZ,"Molía los colores y preparaba los lienzos. Juanito fue mi ayudante durante años y estuve tan ciego que fui incapaz de ver su talento antes. No hay una noche en la que no piense que sus obras inacabadas podrían estar en un museo junto a las mías."
3,10,LOLA,"Todos nos equivocamos alguna vez."
3,10,VELÁZQUEZ,"El problema no es equivocarse. Es no poder arreglar tus errores."
3,10,ERNESTO,"Lola… Salimos de misión."
3,10,LOLA,"¿Dónde vamos?"
3,10,ERNESTO,"A negociar con Felipe III un digno regreso de los moriscos…"
3,10,VELÁZQUEZ,"¿Podría…?"
3,10,ERNESTO,"No. Y no insista."
3,10,OFF VELÁZQUEZ,"¡¡¡Esperad, esperad!!!"
3,10,VELÁZQUEZ,"Sin mi cuaderno de bocetos no soy nada…"
3,10,ERNESTO,"Vamos a negociar con un rey, no a hacerle un retrato."
3,10,VELÁZQUE,"No os fallaré… Además, os puedo ayudar con el conocimiento de la época… ¡¡¡Yo pinté a Felipe III a caballo!!! ¡¡¡Fui el pintor predilecto de su hijo!!!"
3,10,ERNESTO,"En 1609 tenía usted diez años…"
3,10,VELÁZQUEZ,"Pero ya era muy espabilado."
3,10,ERNESTO,"Cuando se entere Salvador, me mata."
3,10,LOLA,"Dile que es culpa mía… Al fin y al cabo, es verdad."
3,10,ERNESTO,"Ni dudes que se lo diré."
3,10,PACINO,"General, solo usted puede acabar con esto, estamos a tiempo de detenerlo…"
3,10,BOLÍVAR,"Me temo que eso es imposible. Cada hombre es dueño de su destino."
3,10,BOLÍVAR,"Su amigo tiene ventaja, le ha tocado disparar primero en el sorteo."
3,10,TESTIGO 1,"¡Atención!"
3,10,ALONSO,"¡Disparad! ¡Acabemos con esto!"
3,10,URDANETA,"Siento haberle provocado. Jamás tuve un rival más digno y le ruego que acepte mis disculpas."
3,10,PACINO,"Otra como esta y no tendrán que molestarse en fusilarme, compañero… ¿Te ibas a sacrificar por la misión?"
3,10,ALONSO,"Dejadlo, quiero enterrar este asunto de una vez por todas. Vamos a acabar esta misión de una maldita vez."
3,10,PACINO,"Perfecto… Antes de venir para aquí recibí una llamada de Rubiales. Parece que tiene más datos sobre el atentado."
3,10,VOZ GRABADORA 1,"¿… Seguro que contamos con ellos? No quiero llegar y encontrarme solo…"
3,10,VOZ GRABADORA 2,"Tan seguro como que el sol sale por la mañana."
3,10,VOZ GRABADORA 1,"Entonces lo dicho, entramos y me cubren mientras voy a besar el santo."
3,10,VOZ GRABADORA 2,"¿El gran hombre ha dado ya el sí quiero?"
3,10,VOZ GRABADORA 1,"Se hace de rogar, pero lo hará poco antes de la fiesta, confío en ello."
3,10,VOZ GRABADORA 2,"Le necesitamos. Mañana el longanizo será historia. Sea puntual."
3,10,VOZ GRABADORA 1,"Y ustedes. Dios, patria, rey…"
3,10,RUBIALES,"Eso es todo."
3,10,ALONSO,"Dios, patria, Rey… Eso me suena a…"
3,10,RUBIALES,"Carlistas."
3,10,PACINO,"O lo que es lo mismo, El ángel Exterminador…"
3,10,RUBIALES,"¿Y qué narices es eso?"
3,10,PACINO,"Los malos, luego te ponemos al día."
3,10,ALONSO,"Al menos sabemos que el atentado va a ser mañana. ¿Qué era eso del longanizo?"
3,10,RUBIALES,"Así llama aquí al presidente Bolívar la gente que le quiere mal."
3,10,PACINO,"Que por lo visto son unos cuantos…"
3,10,ANGUSTIAS,"Ay, perdón… No sé qué me pasa últimamente…"
3,10,IRENE,"¡Sube, rápido!"
3,10,ANGUSTIAS,"¡Cómo me gusta la acción!"
3,10,BOSCO,"¡Ya hablaré contigo luego!"
3,10,SALVADOR,"¿Problemas de divorcio?"
3,10,BOSCO,"¿Por qué me dice eso?"
3,10,SALVADOR,"Por la marca en su dedo… Ahí había un anillo… Y anillo que no está y bronca suman divorcio."
3,10,BOSCO,"Es usted muy perspicaz… Sí… Es un problema de divorcio… Lástima que no sea tan perspicaz en otros asuntos… Estoy muy decepcionado con usted. Este asunto de los moriscos se nos está yendo de las manos… Hay una abogada…"
3,10,SALVADOR,"Elena Castillo."
3,10,BOSCO,"¿La conoce?"
3,10,SALVADOR,"De verla en televisión. Tranquilo… Nadie creerá a una loca. Cuanto más caso le hagamos más peligrosa será…"
3,10,BOSCO,"De todos modos, espero que tenga claro que nos debemos ocupar de ella…."
3,10,SALVADOR,"Por supuesto."
3,10,BOSCO,"Veo que nos empezamos a entender."
3,10,SALVADOR,"Porque en este Ministerio arreglamos nuestros problemas."
3,10,BOSCO,"Han estado a punto de morir Alfonso XII, Goya, el rabino que creó el Libro de las Puertas y usted mismo… Ha estado a punto de no firmarse el acuerdo de paz de Valladolid de con los ingleses…"
3,10,SALVADOR,"Pero todo se ha solucionado a tiempo. Le aseguro que no es fácil controlar toda la Historia de España."
3,10,BOSCO,"En su informe dice que tienen a dos líderes de los Hijos de Padilla. Uno muerto y la tal…"
3,10,SALVADOR,"Marta Cascajosa. Aún no ha vuelto en sí y puede que no lo haga."
3,10,BOSCO,"Si lo hace quiero interrogarla personalmente."
3,10,SALVADOR,"Así será."
3,10,BOSCO,"Me preocupa que haya agentes de otras épocas con esos comuneros. ¿Del Ángel Exterminador se sabe algo al respecto?"
3,10,SALVADOR,"No hemos encontrado infiltrados. Pero también tienen el Libro de las Puertas. Y parecen conocer el Ministerio a la perfección."
3,10,BOSCO,"Quiero que sepa que tiene en mí al mejor de sus aliados. Y que creo que ya es hora de mejorar el presupuesto del Ministerio."
3,10,SALVADOR,"Esas palabras me gustan más que al gordo de Bonanza las chuletas."
3,10,BOSCO,"No le entiendo."
3,10,SALVADOR,"Cuatro caballos vienen de Bonanza…"
3,10,BOSCO,"¿Es un tic nervioso?"
3,10,SALVADOR,"Nada, nada… Sólo quería decirle que será un placer trabajar con usted."
3,10,BOSCO,"¿Aunque insista en echar a esos moriscos cuanto antes?"
3,10,SALVADOR,"Tranquilo. Estamos trabajando en ello."
3,10,FELIPE III,"¿Me pedís que garantice la seguridad de unos moriscos?"
3,10,ERNESTO,"Majestad, es la última carta que nos queda por jugar. Les estamos condenando en vida."
3,10,LOLA,"¿Es que no tiene conciencia?"
3,10,FELIPE III,"He luchado desde el primer día por la paz en este reino y lo seguiré haciendo cueste lo que cueste. Créanme cuando les digo que mi conciencia está muy tranquila."
3,10,ERNESTO,"No merecen este final después de todo lo que han hecho por nosotros."
3,10,FELIPE III,"Es el final que tendrían que haber tenido desde hace mucho tiempo."
3,10,LOLA,"Pero no el más justo."
3,10,FELIPE III,"Habláis de justicia, pero me pedís que salve a los vuestros y no a los otros. Si los moriscos vuelven solo tendrán una salida: por mar, y no usaré a mis hombres para protegerles."
3,10,ERNESTO,"Son cristianos, por Dios."
3,10,FELIPE III,"Falsos cristianos. Y según los informes de Lerma podrían estar planeando alguna conspiración contra la corona. No voy a permitir que nos invadan desde dentro."
3,10,FELIPE III,"¿Y vuestro compañero no habla?"
3,10,VELÁZQUEZ,"Me estoy mordiendo la lengua."
3,10,FELIPE III,"Pues tenga cuidado, no se envenene."
3,10,FELIPE III,"Ahora pueden retirarse… les aseguro que tengo problemas más graves que atender a unos infieles."
3,10,LOLA,"¿Qué le pasará?"
3,10,ERNESTO,"¿Dónde vas?"
3,10,LOLA,"¿No se hizo pasar Amelia por una de sus damas?"
3,10,ERNESTO,"Sí… Como sobrina de Spínola… Pero no recuerdo el nombre que adoptó…"
3,10,LOLA,"Ya me encargo…"
3,10,LOLA,"Perdonad, majestad."
3,10,MARGARITA,"¿Quién sois?"
3,10,LOLA,"Una buena amiga de la sobrina de Spínola, que os sirvió como dama."
3,10,MARGARITA,"Beatrice…"
3,10,LOLA,"Sí… Beatrice."
3,10,MARGARITA,"Decidle que la echo de menos… Y más ahora que el dolor me embarga."
3,10,LOLA,"¿Qué os pasa?"
3,10,MARGARITA,"Mi hijo Felipe. Se resfrió y desde entonces tiene unas fiebres para las que no encuentran cura… Lo siento, pero tengo que ir a su lado…"
3,10,ELENA,"Quiero salir de aquí."
3,10,IRENE,"No antes de que hables con Salvador. También le conociste en la boda."
3,10,ELENA,"Nunca he ido a una boda más extraña."
3,10,IRENE,"Pues prepárate, que vienen curvas… Pero todo a su tiempo. En otras circunstancias, habría sido Alonso quien te trajera aquí… Pero está fuera, de misión."
3,10,ELENA,"Como siempre."
3,10,IRENE,"¿No te ha contado cuál es nuestro trabajo?"
3,10,ELENA,"Me dijo una vez una tontería, pero no le creí… Que viajaba por el tiempo. Creí que quería que nos separáramos… Aunque he de decir que ha tenido éxito. Al final lo ha conseguido."
3,10,IRENE,"¿Ya no estáis juntos?"
3,10,IRENE,"Lo siento."
3,10,ELENA,"Yo no… Es un hombre demasiado posesivo. Muy chapado a la antigua."
3,10,IRENE,"No puede evitarlo, el pobre."
3,10,ELENA,"¿Qué quieres decir?"
3,10,IRENE,"Si no te lo ha dicho él, no te lo voy a decir yo. ¿Otra cerveza?"
3,10,ELENA,"No. Quiero salir de aquí."
3,10,IERENE,"Para investigar el asunto de los refugiados."
3,10,ELENA,"¿Tenéis que ver con ellos?"
3,10,SALVADOR,"Perdón por el retraso… ¿Me acompaña?"
3,10,MANUELA,"¿Cómo pueden estar tan seguros? ¿De dónde ha salido ese rumor?"
3,10,PACINO,"No es un rumor, Manuela, créame."
3,10,ALONSO,"¿Por qué os extraña tanto? Sabéis que no sería la primera vez."
3,10,MANUELA,"Cierto. Más de veinte veces han intentado quitarle la vida al general."
3,10,ALONSO,"No sabía que fueran tantas…"
3,10,MANUELA,"Algunas solo forman parte de la leyenda popular, pero la mayoría son ciertas."
3,10,MANUELA,"La última vez fue en un baile de gala… Cuando supe que querían matar a mi amado me puse un traje tan escotado que casi se me podían ver los pechos desnudos."
3,10,MANUELA,"Se montó tal escándalo que Simón vino a pedirme cuentas… En la trifulca, el asesino tuvo que huir porque no tenía un disparo claro."
3,10,ALONSO,"Sin duda, tenéis más valor que muchos hombres que conozco."
3,10,MANUELA,"Eso no importa ahora. Mi vida se apagaría si Simón muriera. Díganme por qué les tengo que creer."
3,10,PACINO,"Los que quieren matarle son españoles… Por eso estamos al tanto."
3,10,MANUELA,"¿Cómo…?"
3,10,ALONSO,"Lo del tratado de comercio es una treta. Vinimos aquí para evitar el atentado, siguiendo las pistas que teníamos."
3,10,MANUELA,"¿Tanto es el interés del rey Fernando por la salud de algo que ya no le pertenece?"
3,10,PACINO,"La Historia ya no puede volver atrás. Hay que mirar al futuro."
3,10,MANUELA,"¿Y quién es el sospechoso? ¿Algún nostálgico del poder realista?"
3,10,ALONSO,"Algo parecido. No le diríamos esto si no tuviéramos la absoluta certeza."
3,10,MANUELA,"No entiendo que usted quiera salvar a mi marido."
3,10,ALONSO,"¿Por qué?"
3,10,MANUELA,"En el poco tiempo que le conozco, ha dado suficientes muestras de añorar tiempos pasados."
3,10,ALONSO,"Sí, señora, pero soy un soldado que sabe que su obligación es obedecer al gobierno que me manda. Esté de acuerdo con sus decisiones o no. Lo contrario sería traición. Y créame: Bolívar tiene a su alrededor más de un traidor."
3,10,SANTANDER,"¿Quién se hará cargo finalmente?"
3,10,SANTANDER,"¿Y quién es este hombre en realidad? ¿Van a fiarse de un español?"
3,10,ARTECHE,"Curiosas palabras de alguien que es hijo de criollos… ¿No le parecen demasiadas preguntas para alguien que todavía no se ha mojado los pies?"
3,10,SANTANDER,"No puedo adentrarme en un río si no conozco a fondo qué profundidad tiene."
3,10,ARTECHE,"Pues comience a nadar o hágase a un lado, pero tome una decisión. Ya."
3,10,SANTANDER,"Caballeros… Como Pilatos, me lavo las manos. Pero no les denunciaré, lo juro…"
3,10,SALVADOR,"Ya le avisé que se preparara."
3,10,ELENA,"Alonso… Alonso me dijo la verdad."
3,10,SALVADOR,"Mujer, no es por nada… pero después de rescatarla de unos caballeros medievales en la boda de Ortigosa, ya podría haber pensado que algo raro pasaba…"
3,10,ELENA,"Pero… No me lo puedo creer… Acabo de ver a la Bella Otero."
3,10,SALVADOR,"Es encantadora… Bueno, era. Lo más duro de viajar por el tiempo es asumir que esa gente tan encantadora que ves, cuando vuelves aquí, lleva un montón de tiempo muerta…"
3,10,ELENA,"¿Por qué me enseña todo esto? Me ha dicho que es un secreto de estado."
3,10,SALVADOR,"Sí… Justo antes de que usted se partiera la caja de la risa."
3,10,ELENA,"Cómo iba a imaginar…"
3,10,SALVADOR,"Seré claro… Le he enseñado todo esto para que sepa que está jugando con fuego. Nadie puede desvelar este secreto."
3,10,ELENA,"¿Mi vida corre peligro?"
3,10,SALVADOR,"Le aseguro que sí… Digamos que el tema de los refugiados es materia sensible… Por eso se quedará aquí hasta que pase el chaparrón… Y anda de declaraciones a televisión…"
3,10,ELENA,"¿Por qué hace esto?"
3,10,SALVADOR,"Porque yo protejo a los míos y a su gente. Y ahora, vamos a ver a los refugiados…"
3,10,ELENA,"Es… increíble…"
3,10,SALVADOR,"Sí. Le aseguro que he tenido muchas experiencias desde que dirijo este Ministerio… Pero es la primera vez que me pasa una cosa parecida."
3,10,ELENA,"¿Qué van a hacer con ellos?"
3,10,SALVADOR,"De momento, cuidarles… Pero tendrán que volver a su época."
3,10,ELENA,"No sé mucho de Historia, pero creo que no tuvieron un final muy feliz."
3,10,SALVADOR,"No lo tuvieron, no… Pero estamos trabajando en eso."
3,10,SALVADOR,"Dígame… Ahora mismo voy para allá."
3,10,SALVADOR,"Ahora mismo voy para allá."
3,10,SALVADOR,"¿Con qué permiso ha viajado Velázquez con ustedes?"
3,10,LOLA,"Ha sido culpa mía."
3,10,ERNESTO,"No, mía."
3,10,SALVADOR,"Cuéntenme. ¿Cómo les ha ido con Felipe III?"
3,10,ERNESTO,"Hay una noticia buena y una mala. La buena es que su padre no le dijo a su que se podía viajar al futuro."
3,10,SALVADOR,"Menos mal."
3,10,LOLA,"¿Ningún rey del pasado sabe que ellos podrían viajar hasta el 2017?"
3,10,SALVADOR,"No. ¿Se imagina a todos viniendo a exigir sus derechos? No daríamos abasto. Sólo lo saben los presidentes de gobierno y jefes de Estado desde avanzado el XIX. A partir de esa fecha es tan grande la tarea que necesitamos de su colaboración."
3,10,SALVADOR,"Y ahora, dígame… ¿Cuál es la mala noticia?"
3,10,ERNESTO,"Felipe III no cede. Se niega a proteger a los refugiados… Si los moriscos vuelven los enviamos a una muerte casi segura."
3,10,SALVADOR,"Pasa el tiempo y no cambian las cosas… Muchas declaraciones humanitarias, pero a la hora de la verdad, nada de nada… ¿Cuándo se darán cuenta los gobernantes que su obligación esencial es velar por sus gobernados?"
3,10,LOLA,"Sean de la religión e ideología que sean…"
3,10,SALVADOR,"Les iba a decir que a lo mejor merecía la pena volver a insistir a Felipe III, pero yendo con ustedes Velázquez, ya lo habrán hecho… . Es usted el campeón de la insistencia."
3,10,VELÁZQUEZ,"¿No me estará llamando coñazo, como dicen por estos tiempos?"
3,10,SALVADOR,"No, no… Testarudo. Muy testarudo."
3,10,VELÁZQUEZ,"¿Yo? Qué mala fama tengo, por Dios."
3,10,LOLA,"No es buen momento para insistir. Su hijo, el futuro rey Felipe IV, está enfermo y toda la corte está paralizada."
3,10,VELÁZQUEZ,"Vaya paradoja… Felipe III también sufrió de fuertes fiebres cuando apenas tenía cuatro años."
3,10,ERNESTO,"La misma edad que tiene su hijo ahora."
3,10,VELÁZQUEZ,"Sí. Y no conozco mayor muestra de desagradecimiento."
3,10,SALVADOR,"¿Por qué?"
3,10,VELÁZQUEZ,"Felipe III acabó de expulsar a los moriscos… Cuando el médico que le curó de esas fiebres de niño era morisco…"
3,10,ERNESTO,"Bendita paradoja."
3,10,MANUELA,"…El único que hace su voluntad es el que para hacerla no necesita valerse de otro…"
3,10,MANUELA,"…De donde se colige que el más apreciable de los bienes no es la autoridad, sino la libertad…"
3,10,BOLÍVAR,"…El hombre verdaderamente libre sólo quiere lo que puede, y hace lo que le conviene…"
3,10,BOLÍVAR,"Cuando me miras así soy el hombre más feliz del mundo."
3,10,MANUELA,"Es lo que se merece el mejor hombre que he conocido. ¿te acuerdas la primera vez que nos vimos?"
